word,meaning,status,lessonNumber,tags,partOfSpeech,audioWordFilename,audioMeaningFilename,pinyin,source,notes
a,a,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/a.mp3,audio/words/anne-soft-female-v2/a.mp3,,Green Eggs and Ham starter words,Starter sight word set
am,am,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/am.mp3,audio/words/anne-soft-female-v2/am.mp3,,Green Eggs and Ham starter words,English reading deck
and,and,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/and.mp3,audio/words/anne-soft-female-v2/and.mp3,,Green Eggs and Ham starter words,English reading deck
anywhere,anywhere,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/anywhere.mp3,audio/words/anne-soft-female-v2/anywhere.mp3,,Green Eggs and Ham starter words,Starter sight word set
are,are,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/are.mp3,audio/words/anne-soft-female-v2/are.mp3,,Green Eggs and Ham starter words,Starter sight word set
be,be,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/be.mp3,audio/words/anne-soft-female-v2/be.mp3,,Green Eggs and Ham starter words,Starter sight word set
boat,boat,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/boat.mp3,audio/words/anne-soft-female-v2/boat.mp3,,Green Eggs and Ham starter words,English reading deck
box,box,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/box.mp3,audio/words/anne-soft-female-v2/box.mp3,,Green Eggs and Ham starter words,English reading deck
car,car,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/car.mp3,audio/words/anne-soft-female-v2/car.mp3,,Green Eggs and Ham starter words,English reading deck
could,could,new,1,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/could.mp3,audio/words/anne-soft-female-v2/could.mp3,,Green Eggs and Ham starter words,Starter sight word set
dark,dark,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/dark.mp3,audio/words/anne-soft-female-v2/dark.mp3,,Green Eggs and Ham starter words,English reading deck
do,do,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/do.mp3,audio/words/anne-soft-female-v2/do.mp3,,Green Eggs and Ham starter words,Starter sight word set
eat,eat,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/eat.mp3,audio/words/anne-soft-female-v2/eat.mp3,,Green Eggs and Ham starter words,Starter sight word set
eggs,eggs,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/eggs.mp3,audio/words/anne-soft-female-v2/eggs.mp3,,Green Eggs and Ham starter words,Starter sight word set
fox,fox,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/fox.mp3,audio/words/anne-soft-female-v2/fox.mp3,,Green Eggs and Ham starter words,English reading deck
goat,goat,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/goat.mp3,audio/words/anne-soft-female-v2/goat.mp3,,Green Eggs and Ham starter words,English reading deck
good,good,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/good.mp3,audio/words/anne-soft-female-v2/good.mp3,,Green Eggs and Ham starter words,Starter sight word set
green,green,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/green.mp3,audio/words/anne-soft-female-v2/green.mp3,,Green Eggs and Ham starter words,Starter sight word set
ham,ham,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/ham.mp3,audio/words/anne-soft-female-v2/ham.mp3,,Green Eggs and Ham starter words,Starter sight word set
here,here,new,2,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/here.mp3,audio/words/anne-soft-female-v2/here.mp3,,Green Eggs and Ham starter words,Starter sight word set
house,house,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/house.mp3,audio/words/anne-soft-female-v2/house.mp3,,Green Eggs and Ham starter words,Starter sight word set
i,i,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/i.mp3,audio/words/anne-soft-female-v2/i.mp3,,Green Eggs and Ham starter words,Starter sight word set
if,if,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/if.mp3,audio/words/anne-soft-female-v2/if.mp3,,Green Eggs and Ham starter words,Starter sight word set
in,in,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/in.mp3,audio/words/anne-soft-female-v2/in.mp3,,Green Eggs and Ham starter words,English reading deck
let,let,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/let.mp3,audio/words/anne-soft-female-v2/let.mp3,,Green Eggs and Ham starter words,Starter sight word set
like,like,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/like.mp3,audio/words/anne-soft-female-v2/like.mp3,,Green Eggs and Ham starter words,English reading deck
may,may,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/may.mp3,audio/words/anne-soft-female-v2/may.mp3,,Green Eggs and Ham starter words,Starter sight word set
me,me,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/me.mp3,audio/words/anne-soft-female-v2/me.mp3,,Green Eggs and Ham starter words,Starter sight word set
mouse,mouse,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/mouse.mp3,audio/words/anne-soft-female-v2/mouse.mp3,,Green Eggs and Ham starter words,Starter sight word set
not,not,new,3,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/not.mp3,audio/words/anne-soft-female-v2/not.mp3,,Green Eggs and Ham starter words,Starter sight word set
on,on,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/on.mp3,audio/words/anne-soft-female-v2/on.mp3,,Green Eggs and Ham starter words,English reading deck
or,or,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/or.mp3,audio/words/anne-soft-female-v2/or.mp3,,Green Eggs and Ham starter words,Starter sight word set
rain,rain,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/rain.mp3,audio/words/anne-soft-female-v2/rain.mp3,,Green Eggs and Ham starter words,English reading deck
sam,sam,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/sam.mp3,audio/words/anne-soft-female-v2/sam.mp3,,Green Eggs and Ham starter words,Starter sight word set
say,say,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/say.mp3,audio/words/anne-soft-female-v2/say.mp3,,Green Eggs and Ham starter words,Starter sight word set
see,see,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/see.mp3,audio/words/anne-soft-female-v2/see.mp3,,Green Eggs and Ham starter words,Starter sight word set
so,so,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/so.mp3,audio/words/anne-soft-female-v2/so.mp3,,Green Eggs and Ham starter words,Starter sight word set
thank,thank,new,4,reading;Anna;clip-pack;green-eggs-starter,,audio/words/anne-soft-female-v2/thank.mp3,audio/words/anne-soft-female-v2/thank.mp3,,Green Eggs and Ham starter words,Starter sight word set
